id,gameId,name,publisher,platforms,preorder,price0,edition_prices,edition_names,hasRusVoice,hasRusText,subscriptions,url,releaseDate,genre,pegi,content,isDemo,imageCount
1188,CUSA07458,"FlatOut 4 - Total Insanity","SIDEWALK GAMES LLC","PS4",Нет,57,90 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/227117,2017-03-16,"Driving/Racing",PEGI_12,"Стандартное издание",—,13
1189,CUSA18228,"SWORD ART ONLINE Alicization Lycoris","BANDAI NAMCO ENTERTAINMENT EUROPE","PS4",Нет,849,00 TL,"SWORD ART ONLINE Alicization Lycoris: Free; Deluxe Edition: 644,75 TL","SWORD ART ONLINE Alicization Lycoris; Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/234921,2020-07-09,"Role Playing Games",PEGI_12,"Full Game; Premium Pass; - 2 Major Expansions; - Special Costume; Virtual Currency",—,11
1190,PPSA28765,"Call of the Elder Gods","Kwalee Ltd","PS5",Нет,949,00 TL,"Call of the Elder Gods: 949,00 TL; Call of the Elder Gods Demo: Free","Call of the Elder Gods; Call of the Elder Gods Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10014361,2026-05-12,"Adventure",PEGI_12,"Стандартное издание",—,17
1191,PPSA25717,"End of Abyss","Epic Games Inc.","PS5",Да,584,10 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10012377,2026-10-01,"Action",PEGI_16,"Стандартное издание",—,16
1192,PPSA35865,"Idle Immortal","HAPPY PLAYER PTE. LTD.","PS5",Нет,515,00 TL,"Standard Edition: 515,00 TL; Deluxe Edition: 949,00 TL","Standard Edition; Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10018486,2026-08-12,"Adventure",PEGI_12,"Full Game; Base Game; DLC included",—,15
1193,CUSA03440,"Assassin's Creed Chronicles – Trilogy","Ubisoft","PS4",Нет,75,24 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/215266,2016-02-08,"Action",PEGI_16,"Стандартное издание",—,10
1194,PPSA30036,"Citizen Vigilante","DANIEL WENGENROTH","PS5",Нет,949,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10015105,2026-07-16,"Shooter",PEGI_18,"Стандартное издание",—,18
1195,PPSA32393,"Total Chaos","Atari Inc.","PS5",Нет,949,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10016442,2025-11-20,"Horror",PEGI_16,"Стандартное издание",—,17
1196,PPSA34745,"Rune Dice","Kwalee Ltd","PS5",Нет,949,00 TL,"Rune Dice: 949,00 TL; Rune Dice Demo: Free","Rune Dice; Rune Dice Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10017762,2026-05-19,"Casual",PEGI_7,"Стандартное издание",—,11
1197,PPSA08266,"Budget Cuts Ultimate","NECO SOFTWARE","PS5",Нет,945,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005325,2023-05-31,"Action",PEGI_12,"Стандартное издание",—,15
1198,CUSA20278,"Bus Driver Simulator","Iridium Media Group GmbH","PS4",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000839,2020-11-03,"Strategy",PEGI_3,"Стандартное издание",—,15
1199,CUSA33874,"Persona 4 Golden","SEGA EUROPE LTD","PS4",Нет,1.229,00 TL,"Persona 4 Golden: 1.229,00 TL; Persona 3 Portable & Persona 4 Golden Bundle: 897,00 TL","Persona 4 Golden; Persona 3 Portable & Persona 4 Golden Bundle",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10003382,2023-01-19,"Role Playing Games",PEGI_16,"Стандартное издание",—,17
1200,PPSA02955,"FINAL FANTASY XIV Online - Starter Edition","Square Enix LTD","PS4, PS5",Нет,649,00 TL,"Starter Edition: 649,00 TL; PS5 Upgrade Edition: Free; Complete Edition: 1.925,00 TL; Complete Collector’s Ed.: 4.749,00 TL; Free Trial: Free","Starter Edition; PS5 Upgrade Edition; Complete Edition; Complete Collector’s Ed.; Free Trial",Нет,Нет,"",https://store.playstation.com/en-tr/concept/201579,2021-05-25,"Role Playing Games",PEGI_16,"30-day free play period*; Includes 4 award-winning titles:; [Base Game] A Realm Reborn; [Expansion Pack] Heavensward; [Expansion Pack] Stormblood; [Expansion Pack] Shadowbringers; FINAL FANTASY XIV: A Realm Reborn; [Expansion Pack] Endwalker; [Expansion Pack] Dawntrail; All Collector's Edition bonus items; Play free up to level 80; Unlimited play time; [Base Game] Starter Edition; Some restrictions apply",—,17
1201,CUSA06291,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy","BANDAI NAMCO ENTERTAINMENT EUROPE","PS4",Нет,1.399,00 TL,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy: 1.399,00 TL; NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy: 1.175,58 TL","NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy; NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy",Нет,Нет,"",https://store.playstation.com/en-tr/concept/223570,2017-08-24,"Action",PEGI_12,"Стандартное издание",—,14
1202,CUSA04150,"Psychonauts","Double Fine Productions","PS4",Нет,472,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/203294,2016-07-19,"Adventure",PEGI_12,"Стандартное издание",—,8
1203,CUSA00355,"LEGO® The Hobbit","WARNER BROS. INTERACTIVE","PS4",Нет,181,87 TL,"","",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/202454,2020-05-05,"Family",PEGI_7,"Стандартное издание",—,8
1204,CUSA06236,"The Jackbox Party Pack 3","Jack Box Games, Inc.","PS4",Нет,945,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/222886,2016-10-18,"Party",PEGI_12,"Стандартное издание",—,12
1205,CUSA09869,"Trine 4: The Nightmare Prince","Frozenbyte LTD","PS4",Нет,239,80 TL,"Trine: Ultimate Collection: 349,80 TL; Trine 4: The Nightmare Prince: Included","Trine: Ultimate Collection; Trine 4: The Nightmare Prince",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/230059,2019-10-07,"Action",PEGI_12,"Стандартное издание",—,10
1206,PPSA07850,"Scorn","Kepler Interactive Limited","PS5",Нет,1.399,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005173,2023-10-02,"Horror",PEGI_18,"Стандартное издание",—,17
1207,CUSA18366,"Five Nights at Freddy's 4","CLICKTEAM LLC USA","PS4",Нет,343,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/235193,2020-02-03,"Horror",PEGI_12,"Стандартное издание",—,8
1208,CUSA03291,"Dead Island Definitive Edition","Deep Silver","PS4",Нет,104,85 TL,"Dead Island Definitive Edition: 104,85 TL; Dead Island Definitive Collection: 1.049,00 TL","Dead Island Definitive Edition; Dead Island Definitive Collection",Нет,Да,"",https://store.playstation.com/en-tr/concept/228499,2016-05-30,"Action",PEGI_18,"Стандартное издание",—,14
1209,CUSA10123,"Assassin's Creed® Rogue Remastered","Ubisoft","PS4",Нет,419,70 TL,"","",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/230095,2018-03-19,"Action",PEGI_18,"Стандартное издание",—,6
1210,PPSA07302,"Vampire: The Masquerade - Swansong","NACON SA","PS5",Нет,1.299,00 TL,"Standard Edition PS5: 1.299,00 TL; Standard Edition PS4: 1.299,00 TL; Primogen Edition PS5 & PS4: 1.499,00 TL","Standard Edition PS5; Standard Edition PS4; Primogen Edition PS5 & PS4",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001409,2022-05-19,"Role Playing Games",PEGI_18,"Base game PS5; Base game PS4; Base game PS4 & PS5; Victoria Ash DLC; Artifacts Pack DLC",—,13
1211,PPSA28709,"Labyrinthine - Console Edition","Klabater","PS5",Нет,649,00 TL,"Standard Edition: 649,00 TL; Supporter Edition: 580,50 TL","Standard Edition; Supporter Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10014325,2025-09-18,"Horror",PEGI_18,"Labyrinthine Console Edition; Supporter Pack",—,15
1212,PPSA25843,"WARRIORS: Abyss","Koei Tecmo Europe Ltd","PS4, PS5",Нет,875,00 TL,"Standard Version: Included; Hack'n'Dash Edition: 1.399,00 TL; Ultimate Edition: 2.799,00 TL","Standard Version; Hack'n'Dash Edition; Ultimate Edition",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10012449,2025-02-12,"Action",PEGI_16,"The main game; Hack'n'Dash Legendary Costume Set; 3,000 Karma Embers; DYNASTY WARRIORS Classic Costume Set; SAMURAI WARRIORS Classic Costume Set; 5,000 Karma Embers",—,11
1213,PPSA08354,"Ice Age: Scrat's Nutty Adventure","Outright Games LLC","PS4, PS5",Нет,314,70 TL,"","",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/231098,2022-09-22,"Family",PEGI_7,"Стандартное издание",—,16
1214,CUSA06262,"LEGO® Worlds","WARNER BROS. INTERACTIVE","PS4",Нет,1.049,00 TL,"","",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/202508,2017-03-09,"Adventure",PEGI_7,"Стандартное издание",—,9
1215,PPSA38110,"Car Service Simulator","RED AXE GAMES OYUN YAZILIM ANONİM ŞİRKETİ","PS5",Нет,257,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10019784,2026-07-23,"Simulator",PEGI_3,"Стандартное издание",—,10
1216,PPSA30957,"Unmourned","KYTRAS ALEXANDROS - KYTRAS CHRISTOS GENERAL PARTNERSHIP","PS5",Нет,1.079,00 TL,"Unmourned: 1.079,00 TL; Unmourned Demo: Free","Unmourned; Unmourned Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10015636,2026-02-19,"Horror",PEGI_18,"Стандартное издание",—,14
1217,PPSA25417,"Dog Man: Mission Impawsible","MINDSCAPE BV","PS4, PS5",Нет,1.399,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10012029,2024-12-06,"Adventure",PEGI_3,"Стандартное издание",—,12
1218,CUSA05526,"STEEP ","Ubisoft","PS4",Нет,699,00 TL,"Steep X Games Gold Edition: 1.949,00 TL; STEEP: Included","Steep X Games Gold Edition; STEEP",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/221765,2016-12-01,"Sport",PEGI_12,"Стандартное издание",—,14
1219,PPSA25318,"Songs of Silence","Chimera Entertainment GmbH","PS5",Нет,524,50 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10011866,2024-11-13,"Strategy",PEGI_12,"Стандартное издание",—,14
1220,PPSA27032,"Eternal Evil","Axyos Games Entertainment LLC","PS5",Нет,212,25 TL,"Horror Bundle: 324,75 TL; Eternal Evil: 212,25 TL","Horror Bundle; Eternal Evil",Нет,Да,"",https://store.playstation.com/en-tr/concept/10012383,2025-05-27,"Shooter",PEGI_16,"Eternal Evil (full game); The Renovator: Origins (full game); Y. Village - The Visitors (full game)",—,16
1221,PPSA36441,"Teeto","Super Rare Games Limited","PS5",Нет,730,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10016801,2026-07-14,"Adventure",PEGI_7,"Стандартное издание",—,15
1222,PPSA10907,"Atelier Marie Remake: The Alchemist of Salburg (PS4 & PS5)","Koei Tecmo Europe Ltd","PS4, PS5",Нет,1.749,00 TL,"Standard Edition: 1.749,00 TL; Digital Deluxe Edition: 2.275,00 TL","Standard Edition; Digital Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10006379,2023-07-12,"Role Playing Games",PEGI_12,"Atelier Marie Remake; Atelier Marie Plus; Gust Extra BGM Pack; "Another Look" Costume Set （Set of 33）",—,14
1223,PPSA02807,"Saints Row PS4&PS5","Deep Silver","PS4, PS5",Нет,1.049,00 TL,"Standard Edition: 1.049,00 TL; Saints Row - Boss Factory: Free; Gold Edition: 1.399,00 TL","Standard Edition; Saints Row - Boss Factory; Gold Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002042,2022-08-22,"Shooter",PEGI_18,"Saints Row; Expansion Pass; Los Panteros American Muscle Bundle",—,12
1224,PPSA02774,"XIII","Microids","PS5",Нет,99,80 TL,"XIII: 99,80 TL; Comic Book Legends - Blacksad: Under the Skin, The Bluecoats: North & South, XIII Bundle: 262,25 TL; XIII: 139,80 TL","XIII; Comic Book Legends - Blacksad: Under the Skin, The Bluecoats: North & South, XIII Bundle; XIII",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000403,2022-09-12,"Action",PEGI_16,"Стандартное издание",—,14
1225,PPSA22484,"AWAKEN - Astral Blade","ESDigital Games LTD","PS5",Нет,1.079,00 TL,"AWAKEN - Astral Blade: 1.079,00 TL; Deluxe Edition: 519,60 TL","AWAKEN - Astral Blade; Deluxe Edition",Да,Да,"",https://store.playstation.com/en-tr/concept/10009167,2024-10-22,"Action",PEGI_12,"AWAKEN - Astral Blade Full Game; Golden Scale Set; Digital Artbook; Digital Soundtrack",—,17
1226,PPSA24516,"DREADOUT REMASTERED COLLECTION","SOFT SOURCE PTE LTD","PS5",Нет,909,30 TL,"DREADOUT REMASTERED COLLECTION: 909,30 TL; DREADOUT REMASTERED COLLECTION: 909,30 TL","DREADOUT REMASTERED COLLECTION; DREADOUT REMASTERED COLLECTION",Нет,Да,"",https://store.playstation.com/en-tr/concept/10011766,2025-01-15,"Horror",PEGI_16,"Стандартное издание",—,16
1227,PPSA07905,"Still Wakes the Deep","Secret Mode Limited","PS5",Нет,1.199,00 TL,"Still Wakes the Deep - The Complete Collection: 1.399,00 TL; Still Wakes the Deep: Included","Still Wakes the Deep - The Complete Collection; Still Wakes the Deep",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10005163,2024-06-18,"Adventure",PEGI_16,"Стандартное издание",—,17
1228,PPSA25812,"The Rise of the Golden Idol","Playstack Limited","PS5",Нет,629,10 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010047,2024-11-12,"Unique",PEGI_12,"Стандартное издание",—,10
1229,PPSA02457,"Subnautica: Below Zero PS4 & PS5","Unknown Worlds Entertainment, Inc.","PS4, PS5",Нет,1.049,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/235298,2021-05-13,"Unique",PEGI_12,"Стандартное издание",—,14
1230,PPSA02981,"GreedFall - Standard Edition","Focus Entertainment","PS4, PS5",Нет,239,80 TL,"Gold Edition: 1.399,00 TL; Standard Edition: 239,80 TL","Gold Edition; Standard Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/233031,2021-06-29,"Role Playing Games",PEGI_18,"GreedFall - Standard Edition; The De Vespe Conspiracy",—,15
1231,PPSA07498,"Asterix & Obelix XXL3: The Crystal Menhir","Microids","PS4, PS5",Нет,139,80 TL,"Asterix & Obelix XXL3: The Crystal Menhir: 139,80 TL; Asterix & Obelix XXL3: The Crystal Menhir - Demo: Free; Asterix & Obelix XXL3: The Crystal Menhir: 139,80 TL","Asterix & Obelix XXL3: The Crystal Menhir; Asterix & Obelix XXL3: The Crystal Menhir - Demo; Asterix & Obelix XXL3: The Crystal Menhir",Да,Да,"",https://store.playstation.com/en-tr/concept/234766,2022-12-10,"Adventure",PEGI_7,"Стандартное издание",—,16
1232,PPSA28640,"My Friendly Neighborhood","DreadXP","PS4, PS5",Нет,1.246,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10014274,2025-07-17,"Horror",PEGI_12,"Стандартное издание",—,14
1233,PPSA28342,"Firmament","Cyan Worlds, Inc.","PS4, PS5",Нет,899,40 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000929,2025-07-02,"Adventure",PEGI_7,"Стандартное издание",—,16
1234,PPSA17085,"MLB® The Show™ 24 PS5®","Sony Interactive Entertainment","PS4, PS5",Нет,1.299,00 TL,"Standard Edition: 1.299,00 TL; Standard Edition: 849,00 TL; MVP Edition: 1.599,00 TL; Digital Deluxe Edition: 2.579,00 TL","Standard Edition; Standard Edition; MVP Edition; Digital Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008651,2024-03-19,"Sport",PEGI_3,"MLB® The Show™ 24 game; 5 The Show Packs; 5K Stubs™; PS5® and PS4™ (Dual Entitlement); 10,000 Stubs™; 1 Diamond Choice Pack; 1 Equipment Pack; 10 The Show Packs; 1 Double Daily Rewards; 1 Cover Athlete Bat Skin; 20,000 Stubs™; 2 Diamond Choice Pack; 5 Gold Choice Packs; 20 The Show Packs",—,17
1235,CUSA09263,"Devil May Cry HD Collection","CE EUROPE LIMITED","PS4",Нет,1.049,00 TL,"Devil May Cry HD Collection & 4SE Bundle: 1.599,00 TL; Devil May Cry HD Collection: 1.049,00 TL","Devil May Cry HD Collection & 4SE Bundle; Devil May Cry HD Collection",Нет,Нет,"",https://store.playstation.com/en-tr/concept/232009,2018-03-12,"Action",PEGI_16,"Стандартное издание",—,13
1236,PPSA21124,"CleanSheet Football","INCISIV Ltd","PS5",Нет,759,20 TL,"Standard Edition: 759,20 TL; Ultimate Edition: 1.749,00 TL","Standard Edition; Ultimate Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009801,2024-05-16,"Sport",PEGI_3,"Base Game; 'The Favelas' DLC; 'London Cages' DLC; Pro Keeper Bundle (5 Kick Packs); Showstopper Gloves Bundle (17 Gloves)",—,12
1237,PPSA18887,"Five Nights at Freddy's: Help Wanted 2","STEEL WOOL GAMES, LLC","PS5",Нет,1.399,00 TL,"","",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10009325,2023-12-14,"Horror",PEGI_12,"Стандартное издание",—,13
1238,CUSA16260,"Commandos 2 - HD Remaster","Kalypso Media GMBH","PS4",Нет,297,15 TL,"Commandos 2 & Praetorians: HD Remaster Double Pack: 1.299,00 TL; Commandos 2 - HD Remaster: 297,15 TL","Commandos 2 & Praetorians: HD Remaster Double Pack; Commandos 2 - HD Remaster",Нет,Да,"",https://store.playstation.com/en-tr/concept/234406,2020-09-17,"Strategy",PEGI_16,"Стандартное издание",—,15
1239,PPSA07584,"Road 96: Mile 0","THQ NORDIC GMBH","PS4, PS5",Нет,549,00 TL,"Road 96: Mile 0 - Full Journey: 1.160,00 TL; Road 96: Mile 0: 549,00 TL","Road 96: Mile 0 - Full Journey; Road 96: Mile 0",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005020,2023-04-03,"Music/Rhythm",PEGI_16,"Стандартное издание",—,14
1240,CUSA03289,"The Four Kings Casino and Slots","Digital Leisure Inc.","PS4",Нет,Free,"The Four Kings Casino and Slots: Free; Four Kings Casino: Plus Free Starter Pack: Included","The Four Kings Casino and Slots; Four Kings Casino: Plus Free Starter Pack",Нет,Да,"",https://store.playstation.com/en-tr/concept/204590,2016-02-22,"Casual",PEGI_12,"Стандартное издание",—,13
1241,PPSA21174,"Bratz® Rhythm & Style","Outright Games LLC","PS4, PS5",Нет,1.399,00 TL,"Bratz® Rhythm & Style: 1.399,00 TL; Deluxe Edition: 2.149,00 TL","Bratz® Rhythm & Style; Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010247,2025-09-11,"Music/Rhythm",PEGI_3,"Bratz® Rhythm & Style; Roxxi and Nevra Pack; Fashion Celebrity Pack; Tweevils Pack; Kumi and Felicia Pack",—,17
1242,PPSA09114,"Green Hell VR","INCUVO S.A.","PS5",Нет,699,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004102,2023-08-15,"Simulator",PEGI_18,"Стандартное издание",—,14
1243,PPSA18719,"Bartender VR Simulator","VR Factory Games S.A.","PS5",Нет,408,85 TL,"Bartender VR Simulator: 408,85 TL; Bartender VR Simulator: 408,85 TL","Bartender VR Simulator; Bartender VR Simulator",Нет,Нет,"",https://store.playstation.com/en-tr/concept/233275,2024-02-07,"Simulation",PEGI_3,"Стандартное издание",—,12
1244,PPSA20922,"Shave & Stuff","SIA Hyper Reality","PS5",Нет,649,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010133,2024-05-12,"Casual",PEGI_3,"Стандартное издание",—,10
1245,PPSA01779,"OUTRIDERS COMPLETE EDITION","Square Enix LTD","PS4, PS5",Нет,1.049,00 TL,"OUTRIDERS PS4 & PS5: 279,60 TL; OUTRIDERS Demo: Free; OUTRIDERS Demo: Free; COMPLETE EDITION: 1.049,00 TL","OUTRIDERS PS4 & PS5; OUTRIDERS Demo; OUTRIDERS Demo; COMPLETE EDITION",Да,Да,"",https://store.playstation.com/en-tr/concept/227401,2024-02-08,"Action",PEGI_18,"OUTRIDERS; WORLDSLAYER Expansion; HELL'S RANGERS Content pack; Five Exclusive Emotes",—,17
1246,CUSA09991,"Jurassic World Evolution","FRONTIER DEVELOPMENTS PLC","PS4",Нет,1.749,00 TL,"Jurassic World Evolution: Jurassic Park Edition: 2.299,00 TL; Jurassic World Evolution Deluxe Edition: 1.949,00 TL; Jurassic World Evolution: 1.749,00 TL","Jurassic World Evolution: Jurassic Park Edition; Jurassic World Evolution Deluxe Edition; Jurassic World Evolution",Да,Да,"",https://store.playstation.com/en-tr/concept/230379,2018-06-11,"Action",PEGI_16,"Стандартное издание",—,16
1247,PPSA07582,"Ship of Fools","Team 17 Digital LTD","PS5",Нет,157,25 TL,"Ship of Fools: 157,25 TL; Completely Foolish Edition: 374,75 TL; Aquapocalypse Edition: 2.149,00 TL","Ship of Fools; Completely Foolish Edition; Aquapocalypse Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005039,2022-11-21,"Strategy",PEGI_7,"Ship Of Fools - Base Game; Ship Of Fools - Water Garden Duo; Ship Of Fools - Deep Sea Duo; Ship Of Fools - Golden Bay Duo; Ship Of Fools - Thunder Tide Duo",—,13
1248,PPSA02214,"THE KING OF FIGHTERS XV Standard Edition PS4 & PS5","Prime Matter","PS4, PS5",Нет,1.049,00 TL,"Ultimate Edition: 2.099,00 TL; Standard Edition: 1.049,00 TL; Deluxe Edition: 1.749,00 TL; THE KING OF FIGHTERS XV DEMO: Free","Ultimate Edition; Standard Edition; Deluxe Edition; THE KING OF FIGHTERS XV DEMO",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000894,2022-02-16,"Fighting",PEGI_12,"THE KING OF FIGHTERS XV; KOF XV Team Pass 1; KOF XV Team Pass 2; KOF XV Fighter Pass; KOF XV DLC   "MATURE" and "VICE"; KOF XV DLC Costume "GAROU: MotW TERRY"; KOF XV DLC Costume "CLASSIC LEONA"; DLC Costume "CLASSIC LEONA"; Team Pass 1",—,17
1249,PPSA16943,"STAR WARS™ Battlefront Classic Collection","ASPYR MEDIA, INC","PS4, PS5",Нет,860,30 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008554,2024-03-13,"Shooter",PEGI_16,"Стандартное издание",—,16
1250,PPSA21848,"Shadows of Doubt","Fireshine Games","PS5",Нет,879,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10010521,2024-09-26,"Adventure",PEGI_16,"Стандартное издание",—,14
1251,PPSA19544,"Fabledom","Dear Villagers","PS5",Нет,879,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10009574,2024-09-12,"Strategy",PEGI_7,"Стандартное издание",—,11
1252,PPSA19226,"Felix the Cat PS4 & PS5","KONAMI","PS4, PS5",Нет,879,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009450,2024-03-27,"Action",PEGI_3,"Стандартное издание",—,10
1253,PPSA16214,"INDIKA","11 Bit Studios S.A.","PS5",Нет,875,00 TL,"","",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10008296,2024-05-17,"Adventure",PEGI_18,"Стандартное издание",—,15
1254,PPSA06107,"Hammerwatch II","Maximum Entertainment","PS5",Нет,879,00 TL,"Standard: 879,00 TL; Maximum Entertainment RPG Bundle: 1.049,00 TL; Hammerwatch II: The Chronicles Edition: 1.399,00 TL; Standard: 875,00 TL","Standard; Maximum Entertainment RPG Bundle; Hammerwatch II: The Chronicles Edition; Standard",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004263,2023-12-12,"Action",PEGI_12,"Стандартное издание",—,16
1255,PPSA23276,"The Exit 8","PLAYISM","PS4, PS5",Нет,139,00 TL,"","",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10011105,2024-08-08,"Horror",PEGI_12,"Стандартное издание",—,12
1256,PPSA22266,"ENDER MAGNOLIA: Bloom in the Mist","Binary Haze Interactive","PS5",Нет,879,00 TL,"ENDER MAGNOLIA: Bloom in the Mist: 879,00 TL; ENDER MAGNOLIA: Bloom in the Mist: 879,00 TL","ENDER MAGNOLIA: Bloom in the Mist; ENDER MAGNOLIA: Bloom in the Mist",Нет,Да,"",https://store.playstation.com/en-tr/concept/10010653,2025-01-22,"Action",PEGI_12,"Стандартное издание",—,12
1257,PPSA16517,"Have a Nice Death","Arc Games","PS5",Нет,875,00 TL,"Have a Nice Death: 875,00 TL; Have a Nice Death: 875,00 TL","Have a Nice Death; Have a Nice Death",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008404,2023-12-05,"Arcade",PEGI_12,"Стандартное издание",—,12
1258,CUSA13064,"BioShock Remastered","2K","PS4",Нет,351,60 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/232561,2020-05-28,"Action",PEGI_18,"Стандартное издание",—,7
1259,PPSA13739,"Someday You'll Return: Director's Cut","Bohemia Interactive a.s.","PS4, PS5",Нет,875,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004623,2023-03-07,"Adventure",PEGI_16,"Стандартное издание",—,16
1260,CUSA30757,"Not For Broadcast","tinyBuild LLC","PS4",Нет,875,00 TL,"Standard Edition: 875,00 TL; Complete Edition: 1.399,00 TL","Standard Edition; Complete Edition",Да,Да,"",https://store.playstation.com/en-tr/concept/10003940,2023-03-23,"Simulation",PEGI_18,"Not For Broadcast; Live and Spooky; Bits of Your Life; The Time Loop",—,17
1261,CUSA15338,"Slay the Spire","Good Games Group, Inc.","PS4",Нет,879,00 TL,"","",Да,Да,"",https://store.playstation.com/en-tr/concept/233476,2019-05-20,"Strategy",PEGI_7,"Стандартное издание",—,8
1262,PPSA02305,"Spirit of the North: Enhanced Edition","Silver Lining Interactive LTD","PS5",Нет,879,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001854,2020-11-26,"Adventure",PEGI_7,"Стандартное издание",—,13
1263,CUSA04695,"South Park™: The Stick of Truth™","Ubisoft","PS4",Нет,1.399,00 TL,"","",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/204162,2018-02-12,"Role Playing Games",PEGI_18,"Стандартное издание",—,7
1264,CUSA19120,"DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition","Square Enix LTD","PS4",Нет,879,00 TL,"DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition: 879,00 TL; DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition DEMO: Free","DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition; DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition DEMO",Нет,Нет,"",https://store.playstation.com/en-tr/concept/235335,2020-12-03,"Role Playing Games",PEGI_12,"Стандартное издание",—,16
1265,PPSA16019,"Double Dragon Gaiden: Rise of the Dragons","Maximum Entertainment","PS4, PS5",Нет,879,00 TL,"Double Dragon Gaiden: Rise of the Dragons: 879,00 TL; Beat 'Em Up Bundle: 3.449,00 TL","Double Dragon Gaiden: Rise of the Dragons; Beat 'Em Up Bundle",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008153,2023-07-26,"Fighting",PEGI_12,"Стандартное издание",—,16
