id,gameId,name,publisher,platforms,preorder,price0,edition_prices,edition_names,hasRusVoice,hasRusText,subscriptions,url,releaseDate,genre,pegi,content,isDemo,imageCount
4049,CUSA19459,"A Fold Apart","Lightning Rod Games Inc.","PS4",Нет,429,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001592,2020-05-18,"Adventure",PEGI_3,"Стандартное издание",—,16
4050,PPSA09465,"AFL 23","NACON SA","PS4, PS5",Нет,1.749,00 TL,"Standard Edition: Game Trial; Pro Team Edition: 2.579,00 TL","Standard Edition; Pro Team Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005823,2023-05-03,"Sport",PEGI_3,"AFL 23; 24,000 Pro Team Credits",—,12
4051,PPSA09415,"A Frog's Job PS4 & PS5","Ratalaika Games SL","PS4, PS5",Нет,175,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005809,2022-10-06,"Action",PEGI_3,"Стандартное издание",—,13
4052,CUSA03067,"Agents of Mayhem","Deep Silver","PS4",Нет,69,90 TL,"Agents of Mayhem - Total Mayhem Bundle: 104,90 TL; Agents of Mayhem: 69,90 TL","Agents of Mayhem - Total Mayhem Bundle; Agents of Mayhem",Нет,Да,"",https://store.playstation.com/en-tr/concept/211321,2017-08-18,"Action",PEGI_18,"Стандартное издание",—,10
4053,PPSA05611,"Agent Intercept PS4 & PS5","PRODIGY DESIGN LIMITED","PS4, PS5",Нет,171,60 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002183,2022-03-30,"Action",PEGI_7,"Стандартное издание",—,15
4054,PPSA24000,"Agent Walker: Secret Journey","ARTIFEX MUNDI SP. Z O.O.","PS4, PS5",Нет,774,00 TL,"Serve & Protect Bundle: 1.031,00 TL; Agent Walker: Secret Journey: Free; Agent Walker: Secret Journey: Free","Serve & Protect Bundle; Agent Walker: Secret Journey; Agent Walker: Secret Journey",Нет,Да,"",https://store.playstation.com/en-tr/concept/10011464,2024-07-25,"Adventure",PEGI_12,"Стандартное издание",—,17
4055,CUSA33670,"Age of Sokoban","ERIK GAMES YAZILIM OYUN TEKNOLOJILERI TICARET ANONIM SIRKETI","PS4",Нет,85,00 TL,"Age of Sokoban Halloween Avatar Bundle: 107,50 TL; Age of Sokoban: 85,00 TL","Age of Sokoban Halloween Avatar Bundle; Age of Sokoban",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005060,2023-09-28,"Arcade",PEGI_3,"Стандартное издание",—,12
4056,PPSA18593,"Age of Water","Gaijin Distribution KFT","PS5",Нет,1.299,00 TL,"Age of Water: 1.299,00 TL; Age of Water - Silver Edition: 1.749,00 TL; Age of Water - Gold Edition: 2.149,00 TL","Age of Water; Age of Water - Silver Edition; Age of Water - Gold Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008402,2024-04-25,"Action",PEGI_12,"Age of Water game; 20 000 medallions; 120 000 medallions; 1000 corks; Start with the "Pirate Boat"; Additional bonuses!; 270 000 medallions; Upgraded version of the crew",—,16
4057,PPSA13367,"A HERO AND A GARDEN PS4™ & PS5™","Ratalaika Games SL","PS4, PS5",Нет,107,50 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000712,2022-12-06,"Adventure",PEGI_3,"Стандартное издание",—,13
4058,CUSA25790,"Aground","Whitethorn Games, Inc.","PS4",Нет,439,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001476,2021-02-11,"Adventure",PEGI_16,"Стандартное издание",—,12
4059,PPSA28503,"A.I.L.A","Fireshine Games","PS5",Нет,1.299,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10014194,2025-11-25,"Horror",PEGI_18,"Стандартное издание",—,15
4060,CUSA13236,"Age of Wonders: Planetfall","PARADOX INTERACTIVE AB","PS4",Нет,1.049,00 TL,"Age of Wonders: Planetfall Premium Edition: 2.799,00 TL; Age of Wonders: Planetfall Deluxe Edition: 1.399,00 TL; Age of Wonders: Planetfall: Free","Age of Wonders: Planetfall Premium Edition; Age of Wonders: Planetfall Deluxe Edition; Age of Wonders: Planetfall",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/232658,2019-08-05,"Strategy",PEGI_16,"Стандартное издание",—,15
4061,PPSA21625,"A hole new World PS5","Dolores Entertainment S.L.","PS5",Нет,525,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010434,2024-10-10,"Action",PEGI_7,"Стандартное издание",—,13
4062,CUSA10028,"A Hat in Time","Good Games Group, Inc.","PS4",Нет,1.299,00 TL,"","",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/228903,2017-12-05,"Unique",PEGI_7,"Стандартное издание",—,9
4063,PPSA15401,"Agriculture PS4 & PS5","eastasiasoft","PS4, PS5",Нет,175,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10007982,2023-07-18,"Casual",PEGI_3,"Стандартное издание",—,17
4064,CUSA46098,"Air Aces","Benoit Varasse trading as Pix Arts","PS4",Нет,349,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009605,2023-11-11,"Simulation",PEGI_12,"Стандартное издание",—,15
4065,PPSA20807,"Ahhnalog 112 PS4® & PS5®","Gamuzumi","PS4, PS5",Нет,128,50 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010096,2025-12-17,"Adventure",PEGI_12,"Стандартное издание",—,14
4066,CUSA00456,"Air Conflicts Vietnam Ultimate Edition","BITCOMPOSER GAMES GMBH","PS4",Нет,449,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/200265,2014-06-26,"Simulation",PEGI_16,"Стандартное издание",—,11
4067,PPSA04347,"A Gummy's Life","EP Games","PS4, PS5",Нет,699,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/232894,2021-09-23,"Fighting",PEGI_7,"Стандартное издание",—,16
4068,CUSA28043,"Airborne Kingdom","indie.io","PS4",Нет,769,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10002924,2021-11-09,"Adventure",PEGI_3,"Стандартное издание",—,13
4069,CUSA05482,"Air Conflicts: Secret Wars Ultimate Edition","2Tainment GmbH","PS4",Нет,1.749,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/200264,2016-11-04,"Action",PEGI_12,"Стандартное издание",—,12
4070,PPSA28094,"Airborne Justice PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013931,2025-09-25,"Casual",PEGI_3,"Стандартное издание",—,14
4071,CUSA02866,"Air Conflicts: Pacific Carriers - PlayStation®4 Edition","GAMES FARM, S.R.O","PS4",Нет,699,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/200266,2015-11-05,"Simulation",PEGI_16,"Стандартное издание",—,11
4072,CUSA05165,"Air Conflicts: Double Pack","GAMES FARM, S.R.O","PS4",Нет,879,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/225477,2016-07-21,"Simulation",PEGI_16,"Стандартное издание",—,10
4073,CUSA08163,"A Hole New World","Hidden Trap","PS4",Нет,429,00 TL,"Hidden Trap Combo: Retro Pixel Set: 816,00 TL; Hidden Trap Combo: Retro Pixel Set: 408,00 TL; A Hole New World Bundle: 64,35 TL; A Hole New World: 429,00 TL","Hidden Trap Combo: Retro Pixel Set; Hidden Trap Combo: Retro Pixel Set; A Hole New World Bundle; A Hole New World",Нет,Нет,"",https://store.playstation.com/en-tr/concept/228936,2019-10-02,"Arcade",PEGI_7,"Стандартное издание",—,8
4074,PPSA30501,"Aidan In Danger","Brainium Games LLC","PS5",Нет,245,00 TL,"Aidan In Danger: 245,00 TL; Aidan In Danger: 245,00 TL","Aidan In Danger; Aidan In Danger",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10012030,2025-05-22,"Action",PEGI_7,"Стандартное издание",—,16
4075,PPSA18921,"Air Fight - Sky Fighters","Gaming Limited","PS5",Нет,1.299,00 TL,"Air Fight - Sky Fighters: 1.299,00 TL; Air Fight - Sky Fighters: 1.299,00 TL","Air Fight - Sky Fighters; Air Fight - Sky Fighters",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009341,2023-12-15,"Arcade",PEGI_7,"Стандартное издание",—,14
4076,CUSA10832,"Air Missions: Hind","GAMES FARM, S.R.O","PS4",Нет,699,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/231115,2018-09-30,"Action",PEGI_16,"Стандартное издание",—,11
4077,PPSA06649,"Airoheart","SOEDESCO PUBLISHING B.V.","PS5",Нет,139,80 TL,"Airoheart: 139,80 TL; Airoheart: 139,80 TL","Airoheart; Airoheart",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004526,2022-09-29,"Action",PEGI_7,"Стандартное издание",—,17
4078,CUSA12416,"Airheart - Tales of broken Wings","Blindflug Studios AG","PS4",Нет,774,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/232608,2018-07-24,"Action",PEGI_7,"Стандартное издание",—,12
4079,PPSA05951,"Airhead","www.handy-games.com GmbH","PS5",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004203,2024-02-11,"Adventure",PEGI_3,"Стандартное издание",—,16
4080,PPSA24008,"Air Sea Modern Conflict","Benoit Varasse trading as Pix Arts","PS5",Нет,349,00 TL,"Air Sea Modern Conflict: 349,00 TL; Air Sea Modern Conflict: 349,00 TL","Air Sea Modern Conflict; Air Sea Modern Conflict",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10011159,2024-06-28,"Arcade",PEGI_7,"Стандартное издание",—,15
4081,CUSA55079,"Akinakes","Phoenix Reborn Games","PS4",Нет,52,50 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014626,2025-06-15,"Arcade",PEGI_7,"Стандартное издание",—,9
4082,CUSA23677,"AKIBA'S TRIP: Hellbound & Debriefed","Marvelous Europe Limited","PS4",Нет,314,70 TL,"AKIBA'S TRIP: Hellbound & Debriefed: 314,70 TL; AKIBA'S TRIP: Hellbound & Debriefed - Digital Deluxe Edition: 1.399,00 TL","AKIBA'S TRIP: Hellbound & Debriefed; AKIBA'S TRIP: Hellbound & Debriefed - Digital Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234561,2021-07-22,"Action",PEGI_16,"Стандартное издание",—,11
4083,CUSA07108,"Akiba's Beat","PQube Ltd","PS4",Нет,174,75 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/222828,2017-05-19,"Role Playing Games",PEGI_12,"Стандартное издание",—,7
4084,PPSA09597,"Albacete Warrior PS4 & PS5","eastasiasoft","PS4, PS5",Нет,349,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005912,2023-01-31,"Action",PEGI_18,"Стандартное издание",—,17
4085,PPSA22563,"Albatroz","SOEDESCO PUBLISHING B.V.","PS5",Нет,389,70 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010793,2024-11-01,"Adventure",PEGI_12,"Стандартное издание",—,12
4086,PPSA10084,"Akka Arrh","ATARI EUROPE S.A.S.U.","PS4, PS5",Нет,169,80 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10006101,2024-03-07,"Shooter",PEGI_3,"Стандартное издание",—,14
4087,PPSA28026,"Akatsuki: Lord of the Dawn PS4 & PS5","eastasiasoft","PS4, PS5",Нет,349,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013873,2025-03-25,"Role Playing Games",PEGI_7,"Стандартное издание",—,17
4088,CUSA34396,"Akane","DX Gameworks LLC","PS4",Нет,171,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005356,2022-09-19,"Action",PEGI_16,"Стандартное издание",—,12
4089,PPSA04850,"Akinofa","ERDEM SEN","PS5",Нет,215,00 TL,"Akinofa: 215,00 TL; Akinofa: 215,00 TL","Akinofa; Akinofa",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10003203,2021-08-26,"Action",PEGI_7,"Стандартное издание",—,15
4090,PPSA15654,"Air Twister","ININ","PS5",Нет,879,00 TL,"Air Twister: 879,00 TL; Air Twister: 879,00 TL","Air Twister; Air Twister",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008088,2023-11-09,"Shooter",PEGI_7,"Стандартное издание",—,14
4091,CUSA15141,"AI: THE SOMNIUM FILES","Spike Chunsoft, Inc.","PS4",Нет,699,00 TL,"AI: THE SOMNIUM FILES Demo: Free; AI: THE SOMNIUM FILES: 699,00 TL","AI: THE SOMNIUM FILES Demo; AI: THE SOMNIUM FILES",Нет,Нет,"",https://store.playstation.com/en-tr/concept/233250,2019-09-19,"Adventure",PEGI_18,"Стандартное издание",—,12
4092,CUSA31380,"AI: THE SOMNIUM FILES - nirvanA Initiative","Spike Chunsoft, Inc.","PS4",Нет,1.399,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10001909,2022-07-08,"Adventure",PEGI_16,"Стандартное издание",—,17
4093,PPSA03133,"Alba: A Wildlife Adventure","ustwo games limited","PS4, PS5",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002528,2021-06-09,"Adventure",PEGI_3,"Стандартное издание",—,10
4094,CUSA09206,"A Knight's Quest","Curve Digital","PS4",Нет,1.079,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/228661,2019-10-09,"Adventure",PEGI_7,"Стандартное издание",—,12
4095,PPSA31467,"Ai Tycoon","Entity3 Limited","PS5",Нет,85,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10015918,2025-07-31,"Simulation",PEGI_3,"Стандартное издание",—,12
4096,CUSA40397,"Akai Katana Shin","Clear River Games AB","PS4",Нет,1.299,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004751,2023-06-29,"Shooter",PEGI_12,"Стандартное издание",—,12
4097,PPSA15962,"AK-xolotl: Together","Playstack Limited","PS4, PS5",Нет,266,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008182,2023-09-14,"Shooter",PEGI_16,"Стандартное издание",—,16
4098,CUSA05946,"A KING'S TALE: FINAL FANTASY XV","Square Enix LTD","PS4",Нет,Free,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/222831,2017-03-01,"Fighting",PEGI_12,"Стандартное издание",—,12
4099,CUSA09037,"Albert and Otto","DIGERATI DISTRIBUTION","PS4",Нет,515,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/228671,2018-01-16,"Action",PEGI_12,"Стандартное издание",—,12
4100,CUSA35709,"Alchemic Cutie","PM Studios","PS4",Нет,849,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005510,2023-06-16,"Adventure",PEGI_3,"Стандартное издание",—,17
4101,PPSA37192,"Alchemist: Journey of The Soul","ONSKULL DEVELOPMENT","PS4, PS5",Нет,515,00 TL,"Alchemist: Journey of The Soul: 515,00 TL; Alchemist X Alchemist: 849,00 TL; Alchemist: Journey of The Soul Demo: Free; Alchemist: Journey of The Soul Demo: Free","Alchemist: Journey of The Soul; Alchemist X Alchemist; Alchemist: Journey of The Soul Demo; Alchemist: Journey of The Soul Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10015499,2026-06-19,"Adventure",PEGI_3,"Стандартное издание",—,17
4102,CUSA20231,"Alchemist Adventure","SUPER DOT COM LTD","PS4",Нет,699,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000804,2021-05-20,"Unique",PEGI_12,"Стандартное издание",—,16
4103,CUSA02588,"Albedo: Eyes From Outer Space","Silver Lining Interactive LTD","PS4",Нет,525,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/206043,2016-01-19,"Shooter",PEGI_12,"Стандартное издание",—,11
4104,CUSA34915,"Alchemist Simulator","Art Games Studio S.A.","PS4",Нет,206,20 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004539,2022-08-23,"Adventure",PEGI_3,"Стандартное издание",—,12
4105,PPSA29589,"Alien Rush","SMOBILE INC","PS5",Нет,147,00 TL,"Alien Rush: 147,00 TL; 4 Game Attack Bundle: 171,60 TL; Alien Rush: 147,00 TL; 4 Game Attack Bundle: 154,80 TL","Alien Rush; 4 Game Attack Bundle; Alien Rush; 4 Game Attack Bundle",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014800,2025-05-15,"Arcade",PEGI_3,"Стандартное издание",—,12
4106,PPSA27953,"Aleesha's Tower PS4® & PS5®","Penguin Pop Games LLC","PS4, PS5",Нет,257,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013808,2026-06-09,"Arcade",PEGI_16,"Стандартное издание",—,18
4107,PPSA02751,"Aliens","Sabec Limited","PS5",Нет,103,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10002231,2021-03-30,"Shooter",PEGI_16,"Стандартное издание",—,16
4108,PPSA02664,"Alex Kidd in Miracle World DX","Silver Lining Interactive LTD","PS4, PS5",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000812,2021-06-22,"Action",PEGI_7,"Стандартное издание",—,13
4109,PPSA16068,"Alchemy Garden","JANDUSOFT S.L.","PS4, PS5",Нет,549,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008222,2023-09-07,"Simulator",PEGI_3,"Стандартное издание",—,14
4110,CUSA43414,"Alice Escaped!","SEKAI PROJECT, INC","PS4",Нет,849,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008387,2023-08-24,"Action",PEGI_7,"Стандартное издание",—,16
4111,CUSA36615,"Alice in Wonderland - A jigsaw puzzle tale","QUBYTE","PS4",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005225,2023-02-08,"Puzzle",PEGI_3,"Стандартное издание",—,13
4112,PPSA35912,"Alien Cat 2 - Retro Collection PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10018512,2026-06-18,"Puzzle",PEGI_7,"Стандартное издание",—,14
4113,CUSA31477,"Alexio","ESDigital Games LTD","PS4",Нет,215,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004186,2021-12-09,"Adventure",PEGI_3,"Стандартное издание",—,13
4114,CUSA41441,"Alice Sisters","Pixel Heart SAS","PS4",Нет,257,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10007657,2023-06-21,"Action",PEGI_3,"Стандартное издание",—,15
4115,PPSA23810,"Alien Hominid Invasion PS4 & PS5","The Behemoth","PS4, PS5",Нет,594,30 TL,"Alien Hominid: The Extra Terrestrial Bundle PS4 & PS5: 1.079,00 TL; Alien Hominid Invasion PS4 & PS5: 594,30 TL","Alien Hominid: The Extra Terrestrial Bundle PS4 & PS5; Alien Hominid Invasion PS4 & PS5",Нет,Да,"",https://store.playstation.com/en-tr/concept/10010545,2025-06-10,"Action",PEGI_16,"Стандартное издание",—,17
4116,CUSA48166,"Alien Invasion","Sabec Limited","PS4",Нет,69,80 TL,"Arcade Pack: 649,00 TL; Alien Invasion: 69,80 TL","Arcade Pack; Alien Invasion",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010657,2024-04-10,"Arcade",PEGI_3,"Стандартное издание",—,11
4117,PPSA36769,"Alchewizard PS4® & PS5®","Xeneder Team","PS4, PS5",Нет,129,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10019012,2026-03-22,"Puzzle",PEGI_3,"Стандартное издание",—,10
4118,PPSA37784,"Alien Cat Story","Brainium Games LLC","PS5",Нет,343,00 TL,"Alien Cat Story: 343,00 TL; Alien Cat Story: 343,00 TL","Alien Cat Story; Alien Cat Story",Нет,Да,"",https://store.playstation.com/en-tr/concept/10019591,2026-05-27,"Puzzle",PEGI_3,"Стандартное издание",—,17
4119,PPSA24872,"Alchemist: The Potion Monger","Art Games Studio S.A.","PS5",Нет,193,50 TL,"Alchemist: The Potion Monger: 193,50 TL; Alchemist: The Potion Monger: 154,80 TL","Alchemist: The Potion Monger; Alchemist: The Potion Monger",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008417,2024-09-26,"Adventure",PEGI_7,"Стандартное издание",—,15
4120,PPSA30702,"Alien Breakout PS4 & PS5","eastasiasoft","PS4, PS5",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10015480,2025-08-05,"Action",PEGI_7,"Стандартное издание",—,17
4121,PPSA37088,"Aliens Roadside","Jes Games","PS5",Нет,687,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10017205,2026-04-05,"Arcade",PEGI_7,"Стандартное издание",—,9
4122,PPSA17314,"Aliens Attack","SMOBILE INC","PS5",Нет,147,00 TL,"Aliens Attack: 147,00 TL; Aliens Attack: 147,00 TL","Aliens Attack; Aliens Attack",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008598,2023-06-29,"Arcade",PEGI_3,"Стандартное издание",—,17
4123,PPSA27548,"Aliens Revenge","SMOBILE INC","PS5",Нет,147,00 TL,"Aliens Revenge: 147,00 TL; Alien Quad Game Bundle: 111,60 TL; Aliens Revenge: 147,00 TL; Alien Quad Game Bundle: 147,00 TL","Aliens Revenge; Alien Quad Game Bundle; Aliens Revenge; Alien Quad Game Bundle",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013381,2025-02-13,"Casual",PEGI_3,"Стандартное издание",—,13
4124,CUSA30794,"A Light in the Dark","SEKAI PROJECT, INC","PS4",Нет,849,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234887,2023-04-05,"Adventure",PEGI_16,"Стандартное издание",—,14
4125,PPSA19626,"Alina Of The Arena PS4™ & PS5®","DANGEN ENTERTAINMENT","PS4, PS5",Нет,629,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10009161,2023-11-23,"Strategy",PEGI_16,"Стандартное издание",—,17
4126,PPSA03821,"A Little Lily Princess PS4 & PS5","Ratalaika Games SL","PS4, PS5",Нет,549,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10002969,2021-05-27,"Adventure",PEGI_12,"Стандартное издание",—,14
4127,PPSA13762,"Alpha Warrior","SMOBILE INC","PS5",Нет,171,50 TL,"Arcade Triple Game Bundle: 157,50 TL; Alpha Warrior: 171,50 TL; Premium Edition: 171,50 TL; Arcade Triple Game Bundle: 126,00 TL; Alpha Warrior: 171,50 TL; Premium Edition: 180,00 TL","Arcade Triple Game Bundle; Alpha Warrior; Premium Edition; Arcade Triple Game Bundle; Alpha Warrior; Premium Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10007336,2023-03-23,"Arcade",PEGI_3,"Стандартное издание",—,16
4128,CUSA18906,"Alpha Invasion","ERIK GAMES YAZILIM OYUN TEKNOLOJILERI TICARET ANONIM SIRKETI","PS4",Нет,64,50 TL,"Alpha Invasion: 64,50 TL; Hacker Edition: 75,00 TL","Alpha Invasion; Hacker Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10000327,2020-06-18,"Action",PEGI_12,"Стандартное издание",—,14
4129,PPSA17848,"A Little to the Left PS4 & PS5","Secret Mode Limited","PS4, PS5",Нет,525,00 TL,"A Little to the Left PS4 & PS5: Included; A Little to the Left Cupboards & Drawers DLC Bundle: 665,00 TL; A Little to the Left: Extra Tidy Bundle: 945,00 TL","A Little to the Left PS4 & PS5; A Little to the Left Cupboards & Drawers DLC Bundle; A Little to the Left: Extra Tidy Bundle",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10008945,2024-02-15,"Puzzle",PEGI_3,"Стандартное издание",—,13
4130,PPSA20627,"All You Need is Help","Q-GAMES","PS5",Нет,90,15 TL,"All You Need is Help: 90,15 TL; All You Need is Help Lively Friends Bundle: 595,00 TL","All You Need is Help; All You Need is Help Lively Friends Bundle",Нет,Да,"",https://store.playstation.com/en-tr/concept/10010019,2024-09-26,"Puzzle",PEGI_3,"Стандартное издание",—,12
4131,CUSA20684,"Allison's Diary: Rebirth","KR Games","PS4",Нет,349,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001515,2020-10-29,"Action",PEGI_16,"Стандартное издание",—,17
4132,PPSA28187,"All The Words She Wrote PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,549,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013991,2025-07-03,"Adventure",PEGI_12,"Стандартное издание",—,13
4133,CUSA04790,"Alone With You","BancyCo","PS4",Нет,429,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/221670,2016-08-22,"Adventure",PEGI_12,"Стандартное издание",—,12
4134,PPSA20569,"Alpaca Wonders Why","Volkov Konstantin Sergeevich","PS5",Нет,129,00 TL,"Alpaca Wonders Why: 129,00 TL; Alpaca Wonders Why: 129,00 TL","Alpaca Wonders Why; Alpaca Wonders Why",Нет,Да,"",https://store.playstation.com/en-tr/concept/10009998,2024-01-25,"Adventure",PEGI_3,"Стандартное издание",—,14
4135,CUSA20351,"Alphaset by POWGI","Lightwood Games","PS4",Нет,343,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10000877,2020-08-24,"Brain Training",PEGI_3,"Стандартное издание",—,10
4136,PPSA20217,"All I Want for Christmas are Subgames","OCEAN MEDIA LLC","PS5",Нет,21,45 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009832,2023-12-18,"Casual",PEGI_3,"Стандартное издание",—,10
4137,CUSA56408,"Alpine Skater","YASH FUTURE TECH SOLUTIONS PVT LTD","PS4",Нет,429,00 TL,"Alpine Skater: 429,00 TL; Alpine Skater Demo: Free","Alpine Skater; Alpine Skater Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10016608,2025-10-16,"Sport",PEGI_3,"Стандартное издание",—,17
4138,PPSA05936,"Almost My Floor","Sometimes You","PS5",Нет,69,80 TL,"Almost My Floor: 69,80 TL; Almost My Floor: 69,80 TL","Almost My Floor; Almost My Floor",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004199,2022-06-30,"Adventure",PEGI_12,"Стандартное издание",—,16
4139,CUSA45345,"Alone Musc Halloween Avatar Bundle","ERIK GAMES YAZILIM OYUN TEKNOLOJILERI TICARET ANONIM SIRKETI","PS4",Нет,107,50 TL,"Alone Musc Halloween Avatar Bundle: 107,50 TL; Alone Musc: 85,00 TL","Alone Musc Halloween Avatar Bundle; Alone Musc",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009291,2023-10-04,"Brain Training",PEGI_3,"Стандартное издание",—,14
4140,PPSA27802,"All in Abyss: Judge the Fake","Alliance Arts Inc.","PS5",Нет,559,00 TL,"Standard Edition: 559,00 TL; Digital Deluxe Edition: 839,00 TL","Standard Edition; Digital Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013683,2025-04-09,"Adventure",PEGI_18,"Main Game; OFFICIAL DESIGN WORKS AND MUSIC PLAYER",—,15
4141,PPSA08702,"Alpha Particle PS4 & PS5","eastasiasoft","PS4, PS5",Нет,349,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005514,2023-10-31,"Action",PEGI_3,"Стандартное издание",—,17
4142,CUSA09952,"Alteric","Sometimes You","PS4",Нет,52,50 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/231042,2017-10-10,"Arcade",PEGI_3,"Стандартное издание",—,16
